CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JD392954,10/08/2020 15:40,074XX N ROGERS AVE,320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,N,N,2422,49,3,1163235,1949221,42.01630717,-87.67468026,"(42.016307171, -87.674680263)"
JD393355,10/08/2020 22:00,032XX N ELSTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,1733,33,11,1156816,1921327,41.93989774,-87.69906035,"(41.939897744, -87.699060353)"
JD393226,10/08/2020 20:06,079XX S LAFLIN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,N,612,21,08B,1167710,1852264,41.7501543,-87.66100871,"(41.750154295, -87.661008708)"
JD392621,10/08/2020 11:40,015XX S KEDZIE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,1022,24,08B,1155274,1892446,41.86067682,-87.70550451,"(41.860676824, -87.705504512)"
JD392946,10/08/2020 15:35,050XX W DIVISION ST,820,THEFT,$500 AND UNDER,SIDEWALK,N,N,1531,37,6,1142328,1907517,41.90228347,-87.75265248,"(41.902283468, -87.752652483)"
JE128785,2/01/2021 2:20,039XX S COTTAGE GROVE AVE,560,ASSAULT,SIMPLE,STREET,N,N,214,4,08A,1182257,1879204,41.82375578,-87.60686827,"(41.823755781, -87.606868273)"
JD392813,10/08/2020 13:57,050XX N CLARK ST,560,ASSAULT,SIMPLE,SMALL RETAIL STORE,N,N,2033,47,08A,1165131,1933768,41.9738635,-87.66814527,"(41.973863503, -87.668145268)"
JE132563,2/01/2021 12:00,076XX S KINGSTON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,421,7,11,1194521,1854723,41.75628508,-87.56268192,"(41.756285081, -87.562681923)"
JE128917,2/01/2021 3:00,073XX S CHAMPLAIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,323,6,14,1181833,1856563,41.76163672,-87.60912348,"(41.761636716, -87.609123475)"
JD397316,9/01/2020 21:00,041XX W NELSON ST,820,THEFT,$500 AND UNDER,RESIDENCE,N,N,2523,31,6,1147999,1919951,41.93629633,-87.73150131,"(41.936296325, -87.731501307)"
JE130847,2/01/2021 10:00,097XX S WESTERN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2213,19,7,1162091,1840033,41.71670914,-87.68193853,"(41.716709137, -87.681938527)"
JE129493,2/01/2021 16:00,012XX W 88TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,DRIVEWAY - RESIDENTIAL,N,N,2222,21,14,1169387,1846421,41.73408417,-87.6550322,"(41.734084165, -87.655032201)"
JD396678,09/22/2020 06:00:00 AM,002XX W 19TH ST,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,RESIDENCE - YARD (FRONT / BACK),N,N,914,25,26,1175112,1891120,41.85661702,-87.63272395,"(41.856617023, -87.632723945)"
JD393388,10/08/2020 23:55,032XX N LAMON AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,SIDEWALK,Y,N,1634,31,14,1143136,1920935,41.9390888,-87.7493489,"(41.939088803, -87.749348903)"
JD392625,10/08/2020 3:21,012XX W 97TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2213,21,08B,1169792,1840606,41.71811819,-87.65371666,"(41.718118187, -87.653716662)"
JD392398,10/08/2020 6:14,005XX E 80TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,N,Y,624,6,04A,1181414,1852085,41.74935828,-87.61079698,"(41.749358275, -87.610796975)"
JD393542,10/08/2020 18:00,052XX N BERNARD ST,820,THEFT,$500 AND UNDER,STREET,N,N,1712,39,6,1152447,1934508,41.97615489,-87.71476818,"(41.976154891, -87.714768176)"
JD393482,10/08/2020 19:00,038XX W 61ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,823,23,14,1151776,1863879,41.78235458,-87.7190946,"(41.782354575, -87.719094596)"
JD393664,10/08/2020 14:00,031XX W ROOSEVELT RD,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,1022,24,6,1155464,1894540,41.86641917,-87.70475078,"(41.866419172, -87.704750783)"
JD397072,10/02/2020 0:01,038XX W ARTHINGTON ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,N,N,1133,24,11,1150870,1895759,41.86985532,-87.72158403,"(41.869855317, -87.721584027)"
JD392554,10/08/2020 10:24,056XX W MADISON ST,560,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1513,29,08A,1138934,1899461,41.88023916,-87.76531523,"(41.88023916, -87.765315233)"
JD394216,10/08/2020 21:30,030XX N KEATING AVE,560,ASSAULT,SIMPLE,APARTMENT,N,N,2521,31,08A,1144189,1919854,41.93610269,-87.74550605,"(41.936102689, -87.745506048)"
JE129214,2/01/2021 13:31,030XX W CERMAK RD,460,BATTERY,SIMPLE,STREET,Y,N,1022,24,08B,1156214,1889221,41.85180815,-87.702141,"(41.851808154, -87.702141)"
JD394979,10/06/2020 8:00,035XX W 38TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,911,12,11,1153461,1879174,41.82429302,-87.71251181,"(41.824293021, -87.712511811)"
JD392972,10/08/2020 16:22,040XX W JACKSON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1132,28,14,1149605,1898383,41.87708052,-87.72616011,"(41.877080518, -87.726160106)"
JD393171,10/08/2020 19:31,012XX S LAWNDALE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,N,N,1011,24,04B,1151902,1894218,41.86560639,-87.71783579,"(41.865606394, -87.717835788)"
JE129161,2/01/2021 9:00,009XX W 79TH ST,560,ASSAULT,SIMPLE,APARTMENT,N,Y,621,17,08A,1171570,1852457,41.75060027,-87.64685832,"(41.750600272, -87.646858318)"
JD392811,10/08/2020 14:09,027XX W 15TH ST,890,THEFT,FROM BUILDING,HOSPITAL BUILDING / GROUNDS,N,N,1023,28,6,1158464,1892617,41.86108146,-87.69379005,"(41.861081457, -87.693790049)"
JD317985,8/01/2020 23:39,072XX S WESTERN AVE,041A,BATTERY,AGGRAVATED - HANDGUN,GAS STATION,Y,N,832,18,04B,1161626,1856687,41.76241996,-87.68318081,"(41.762419957, -87.683180808)"
JD393083,10/08/2020 17:45,043XX N CICERO AVE,810,THEFT,OVER $500,RESTAURANT,N,N,1624,45,6,1143589,1928359,41.95945244,-87.74749749,"(41.95945244, -87.747497487)"
JD392908,10/08/2020 15:20,056XX W DIVISION ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GAS STATION,N,N,2531,29,11,1138706,1907441,41.90214142,-87.76595868,"(41.902141421, -87.765958681)"
JD392728,10/08/2020 12:00,131XX S BALTIMORE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,433,10,26,1199094,1818409,41.65652257,-87.5471382,"(41.65652257, -87.547138201)"
JD392902,10/08/2020 15:00,045XX S PAULINA ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,924,15,08B,1165769,1874558,41.81137328,-87.66748882,"(41.811373283, -87.667488818)"
JD392370,10/08/2020 2:45,0000X N PARKSIDE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1513,29,7,1138597,1899869,41.88136488,-87.76654279,"(41.881364879, -87.766542785)"
JD393704,10/08/2020 18:00,066XX S GREENWOOD AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,321,5,7,1184360,1861236,41.77440111,-87.59971579,"(41.774401114, -87.599715793)"
JD392792,10/08/2020 13:30,060XX W CORNELIA AVE,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,Y,N,1633,36,18,1135564,1922650,41.94393312,-87.77713754,"(41.943933121, -87.777137543)"
JD392915,10/08/2020 15:31,070XX S SANGAMON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,733,6,11,1171190,1858171,41.76628853,-87.64808403,"(41.766288528, -87.648084026)"
JD392851,10/08/2020 12:42,003XX E 48TH ST,820,THEFT,$500 AND UNDER,APARTMENT,N,N,224,3,6,1179084,1873264,41.80752896,-87.61869,"(41.807528961, -87.618689997)"
JD393206,10/08/2020 19:30,059XX N WESTERN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,AUTO / BOAT / RV DEALERSHIP,N,N,2011,40,11,1159243,1939449,41.98957583,-87.68963999,"(41.989575829, -87.689639993)"
JD393169,10/08/2020 17:27,016XX N OAK PARK AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,2513,29,26,1130834,1910165,41.90975566,-87.7948114,"(41.909755664, -87.7948114)"
JD393071,10/08/2020 17:37,009XX N LOCKWOOD AVE,460,BATTERY,SIMPLE,SIDEWALK,Y,N,1524,37,08B,1140850,1905836,41.89769793,-87.75812288,"(41.897697931, -87.758122876)"
JD392916,10/08/2020 15:00,052XX S JUSTINE ST,650,BURGLARY,HOME INVASION,RESIDENCE,N,Y,934,16,5,1166895,1869930,41.79864951,-87.66349102,"(41.79864951, -87.663491015)"
JD393007,10/08/2020 14:50,033XX W BRYN MAWR AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,N,N,1712,39,26,1153225,1937020,41.98303251,-87.71184012,"(41.98303251, -87.711840124)"
JD393276,10/08/2020 19:54,031XX W PRATT BLVD,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,SCHOOL - PRIVATE BUILDING,N,N,2412,50,24,1154134,1944915,42.00467862,-87.70828506,"(42.004678619, -87.708285058)"
JD392737,10/06/2020 0:01,007XX W MARQUETTE RD,330,ROBBERY,AGGRAVATED,SIDEWALK,N,N,723,6,3,1172545,1860445,41.77249893,-87.64305057,"(41.772498926, -87.643050574)"
JD393149,10/08/2020 18:54,049XX N LINCOLN AVE,460,BATTERY,SIMPLE,BAR OR TAVERN,N,N,2031,40,08B,1159159,1932715,41.97109917,-87.69013495,"(41.971099166, -87.69013495)"
JD393267,10/08/2020 15:45,051XX S LOWE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,935,3,11,1172841,1870762,41.80080339,-87.64166128,"(41.800803388, -87.641661284)"
JD393301,10/08/2020 21:53,057XX S BISHOP ST,460,BATTERY,SIMPLE,RESIDENCE - YARD (FRONT / BACK),N,N,713,16,08B,1167647,1866595,41.78948176,-87.66082895,"(41.789481764, -87.660828946)"
JD393187,10/08/2020 19:00,029XX W FULTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,N,N,1222,27,14,1156638,1901864,41.88649329,-87.70024257,"(41.886493289, -87.700242574)"
JD393453,10/08/2020 0:00,005XX S LOCKWOOD AVE,820,THEFT,$500 AND UNDER,STREET,N,N,1522,29,6,1141095,1897060,41.87361099,-87.75743932,"(41.873610986, -87.757439323)"
JD392656,10/08/2020 11:59,006XX E 72ND ST,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,N,N,323,6,04B,1181658,1857416,41.76398148,-87.60973856,"(41.763981476, -87.609738562)"
JD392349,10/08/2020 1:35,012XX E 71ST ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,N,324,5,08B,1185754,1858185,41.76599615,-87.59470175,"(41.765996151, -87.594701749)"
JD389017,10/05/2020 3:31,006XX W HARRISON ST,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",OTHER COMMERCIAL TRANSPORTATION,Y,N,124,25,08B,1172257,1897564,41.87436328,-87.64301304,"(41.874363279, -87.643013039)"
JD393116,10/08/2020 17:51,071XX S CHAMPLAIN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,Y,N,323,6,15,1181800,1857797,41.7650237,-87.60920635,"(41.7650237, -87.609206348)"
JE128976,2/01/2021 10:00,001XX E 118TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,532,9,08B,1179286,1826423,41.67898714,-87.61937451,"(41.678987141, -87.619374506)"
JD392896,10/08/2020 14:57,028XX S TRUMBULL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,Y,N,1032,22,15,1153827,1884976,41.84020718,-87.71101486,"(41.840207178, -87.71101486)"
JD393313,10/08/2020 21:04,013XX W 72ND PL,498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,N,Y,734,6,04B,1168569,1856687,41.76227314,-87.65773367,"(41.762273137, -87.657733666)"
JD393569,10/08/2020 16:00,011XX S CENTRAL PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1133,24,14,1152552,1894704,41.86692722,-87.71543675,"(41.86692722, -87.715436748)"
JE129729,2/01/2021 21:00,044XX W IOWA ST,560,ASSAULT,SIMPLE,STREET,N,N,1111,37,08A,1146565,1905628,41.89702009,-87.73713739,"(41.897020093, -87.737137387)"
JD394021,10/08/2020 14:24,0000X E GRAND AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1834,42,6,1176796,1903917,41.89169488,-87.62615583,"(41.891694878, -87.626155832)"
JD393883,10/08/2020 14:00,002XX W 24TH ST,920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,914,25,7,1175044,1888395,41.84914095,-87.63305511,"(41.849140945, -87.633055109)"
JD393294,10/08/2020 20:00,070XX N ASHLAND BLVD,820,THEFT,$500 AND UNDER,PARK PROPERTY,N,N,2423,49,6,1164500,1946803,42.00964533,-87.67009438,"(42.009645332, -87.670094384)"
JD392964,10/08/2020 13:00,0000X E MONROE ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,112,42,7,1177003,1899949,41.88080179,-87.62551582,"(41.880801792, -87.625515824)"
JD396636,10/08/2020 20:30,007XX W HUBBARD ST,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1214,27,6,1171251,1903291,41.8901007,-87.64653832,"(41.890100695, -87.646538319)"
JE129447,2/01/2021 16:00,040XX W VAN BUREN ST,870,THEFT,POCKET-PICKING,SIDEWALK,N,N,1132,28,6,1149627,1897720,41.87526074,-87.72609655,"(41.875260744, -87.726096551)"
JD396619,10/08/2020 21:00,004XX W Surf St,890,THEFT,FROM BUILDING,APARTMENT,N,N,1934,44,6,1172755,1919419,41.93432356,-87.64053658,"(41.93432356, -87.640536576)"
JD396744,10/08/2020 11:50,002XX E DELAWARE PL,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,N,N,1833,2,11,1178052,1906681,41.89925092,-87.62145895,"(41.899250923, -87.62145895)"
JD396740,10/08/2020 0:00,013XX W Barry Ave,820,THEFT,$500 AND UNDER,STREET,N,N,1933,32,6,1166779,1920698,41.93796362,-87.66246141,"(41.937963615, -87.662461412)"
JE129412,2/01/2021 12:04,027XX S KEELER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1031,22,11,1148828,1885518,41.84179243,-87.72934535,"(41.841792426, -87.729345347)"
JE128784,2/01/2021 3:03,039XX N CICERO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,N,N,1731,45,14,1143669,1925570,41.95179768,-87.74727349,"(41.951797683, -87.74727349)"
JD392820,10/08/2020 13:40,119XX S EGGLESTON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,522,34,08B,1175446,1825683,41.67704292,-87.63345239,"(41.677042924, -87.63345239)"
JD392347,10/08/2020 0:41,018XX E 95TH ST,560,ASSAULT,SIMPLE,STREET,N,N,413,8,08A,1189958,1842338,41.72241041,-87.57980151,"(41.722410409, -87.579801505)"
JE128812,2/01/2021 6:06,017XX W POLK ST,460,BATTERY,SIMPLE,CTA TRAIN,N,N,1231,27,08B,1164894,1896489,41.87157271,-87.67007707,"(41.871572705, -87.670077068)"
JD397346,09/29/2020 04:01:00 PM,016XX W 93RD ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,2221,21,11,1166890,1843023,41.72481318,-87.66427682,"(41.72481318, -87.664276815)"
JD392630,10/08/2020 11:30,079XX S ASHLAND AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,611,21,3,1167051,1852166,41.74989948,-87.66342638,"(41.749899475, -87.663426378)"
JD392829,10/08/2020 14:08,047XX S WOOD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,N,N,931,15,14,1165149,1873165,41.80756389,-87.66980239,"(41.80756389, -87.669802392)"
JE129339,2/01/2021 15:10,018XX N KIMBALL AVE,560,ASSAULT,SIMPLE,SIDEWALK,N,N,1422,1,08A,1153411,1912033,41.9144627,-87.71182244,"(41.914462703, -87.711822437)"
JD396938,09/18/2020 12:01:00 AM,032XX N NARRAGANSETT AVE,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,RESIDENCE,N,N,1633,36,17,1133134,1921051,41.93958821,-87.78610679,"(41.939588208, -87.786106792)"
JD392819,10/08/2020 13:40,061XX S WESTERN AVE,460,BATTERY,SIMPLE,RESTAURANT,N,N,825,16,08B,1161422,1863949,41.78235214,-87.68372746,"(41.782352136, -87.683727462)"
JD393306,10/08/2020 22:02,073XX S PEORIA ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,733,17,08B,1171574,1856252,41.76101415,-87.64673267,"(41.761014151, -87.646732673)"
JD393070,10/08/2020 17:18,053XX W VAN BUREN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,1522,29,08A,1140817,1897493,41.87480431,-87.75844937,"(41.874804308, -87.758449369)"
JE131693,2/01/2021 13:00,005XX W FULLERTON PKWY,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SIDEWALK,N,N,1812,43,10,1172374,1916223,41.92556204,-87.64203143,"(41.925562043, -87.642031434)"
JD393068,10/08/2020 16:05,029XX E 78TH ST,420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,421,7,04B,1196989,1853921,41.75402331,-87.55366405,"(41.754023313, -87.553664045)"
JE130222,2/01/2021 15:00,036XX N LONG AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1633,36,11,1139708,1923845,41.94713752,-87.76187658,"(41.947137521, -87.761876582)"
JE129802,2/01/2021 13:00,006XX E MARQUETTE RD,498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,N,Y,321,20,04B,1181512,1861388,41.77488441,-87.61015127,"(41.77488441, -87.610151271)"
JE128802,2/01/2021 4:56,035XX N LINCOLN AVE,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,N,N,1922,47,5,1163870,1923601,41.94599157,-87.67307036,"(41.945991574, -87.673070358)"
JD363726,9/11/2020 12:00,079XX S STONY ISLAND AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA BUS STOP,N,Y,411,8,08B,1188223,1852840,41.75127045,-87.58582237,"(41.751270452, -87.585822373)"
JD364427,9/11/2020 10:00,055XX W DIVERSEY AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,2514,30,5,1138999,1918068,41.93129779,-87.76462359,"(41.931297786, -87.764623585)"
JD363716,9/11/2020 11:39,004XX E 60TH ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,PARK PROPERTY,N,Y,233,20,20,1180203,1865325,41.78571803,-87.61482924,"(41.785718028, -87.614829237)"
JD364396,9/11/2020 23:30,006XX W 49TH ST,051B,ASSAULT,AGGRAVATED - OTHER FIREARM,STREET,N,N,935,11,04A,1172926,1872398,41.80529086,-87.64130126,"(41.805290862, -87.641301255)"
JD357845,9/05/2020 17:35,072XX S COLES AVE,320,ROBBERY,STRONG ARM - NO WEAPON,APARTMENT,Y,N,334,7,3,1194354,1857791,41.76470801,-87.56319327,"(41.764708006, -87.563193271)"
JD364343,9/11/2020 15:00,063XX N PULASKI RD,560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),N,N,1711,39,08A,1148552,1941737,41.996068,-87.72890413,"(41.996068, -87.728904129)"
JD368333,9/07/2020 11:00,031XX N CLIFTON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,APARTMENT,N,N,1933,44,11,1168070,1920955,41.93864101,-87.65770931,"(41.938641014, -87.65770931)"
JD364179,9/11/2020 18:40,046XX S WOOD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,924,15,08B,1165128,1873903,41.80958949,-87.66985852,"(41.809589492, -87.669858518)"
JD363803,9/11/2020 13:15,0000X S HALSTED ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1232,27,6,1171057,1900105,41.88136236,-87.6473443,"(41.88136236, -87.647344302)"
JD363480,9/11/2020 2:00,020XX N LAWLER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2522,36,14,1142419,1913131,41.91768721,-87.7521785,"(41.917687211, -87.752178504)"
JD372421,09/15/2020 10:55:00 AM,056XX S GREEN ST,820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,712,20,6,1171600,1867481,41.79182728,-87.6463086,"(41.791827281, -87.646308595)"
JD361465,9/09/2020 10:00,030XX W LEXINGTON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1134,28,08B,1156317,1896547,41.87190941,-87.7015651,"(41.871909407, -87.701565099)"
JD368891,09/16/2020 09:30:00 AM,062XX S MICHIGAN AVE,820,THEFT,$500 AND UNDER,APARTMENT,N,Y,311,20,6,1178263,1863570,41.7809464,-87.62199537,"(41.780946398, -87.621995369)"
JD371230,9/01/2020 0:00,015XX W CORTEZ ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - PORCH / HALLWAY,N,N,1213,27,14,1165856,1907088,41.90063672,-87.6662427,"(41.900636722, -87.666242698)"
JD368902,09/16/2020 09:30:00 AM,001XX W DIVISION ST,560,ASSAULT,SIMPLE,SIDEWALK,N,N,1824,27,08A,1175219,1908350,41.90389478,-87.63181425,"(41.903894777, -87.631814251)"
JD373168,9/11/2020 19:00,047XX N HERMITAGE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,1912,47,26,1163944,1931552,41.96780792,-87.67257302,"(41.96780792, -87.672573016)"
JD371263,09/15/2020 09:00:00 AM,083XX S LA SALLE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,622,21,11,1176731,1849598,41.74264028,-87.62803194,"(41.742640277, -87.628031944)"
JD364912,9/12/2020 13:20,119XX S MICHIGAN AVE,560,ASSAULT,SIMPLE,APARTMENT,N,N,532,9,08A,1178983,1825922,41.67761921,-87.62049877,"(41.677619207, -87.620498773)"
JD368674,09/16/2020 02:40:00 AM,003XX S CAMPBELL AVE,330,ROBBERY,AGGRAVATED,STREET,N,N,1125,27,3,1159793,1898430,41.87700562,-87.68875133,"(41.877005624, -87.688751329)"
JD372774,09/15/2020 12:00:00 PM,078XX S WOLCOTT AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,611,17,11,1165054,1852625,41.75120147,-87.67073131,"(41.751201471, -87.670731314)"
JD363915,9/11/2020 15:00,063XX N NAGLE AVE,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,1611,39,04B,1132636,1941981,41.99703091,-87.787447,"(41.997030906, -87.787446998)"
JD363465,9/11/2020 8:20,008XX E 79TH ST,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,GAS STATION,Y,N,624,8,04A,1183364,1852811,41.75130534,-87.60362891,"(41.751305337, -87.603628907)"
JD364292,9/11/2020 20:45,012XX S SAWYER AVE,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,1022,24,04A,1154891,1894243,41.86561567,-87.70686229,"(41.865615666, -87.706862288)"
JD363591,9/11/2020 9:45,005XX N AVERS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,N,N,1122,37,14,1150625,1903379,41.89077022,-87.72228432,"(41.890770218, -87.722284319)"
JD368068,8/10/2020 5:30,041XX N MONTICELLO AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,N,N,1723,35,5,1151315,1927336,41.9564968,-87.71912008,"(41.956496802, -87.719120084)"
JD364354,9/11/2020 22:25,019XX W HOWARD ST,810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,Y,2424,49,6,1161853,1950352,42.01943973,-87.67973383,"(42.019439727, -87.679733832)"
JD365741,9/11/2020 10:00,012XX W 14th st,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1233,25,6,1168391,1893542,41.86341104,-87.65732347,"(41.863411035, -87.657323467)"
JD364863,9/11/2020 12:00,003XX S CALIFORNIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1125,27,14,1157774,1898236,41.87651464,-87.6961698,"(41.876514638, -87.696169804)"
JD363983,9/11/2020 2:45,043XX W CRYSTAL ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2534,37,08B,1147151,1907971,41.90343834,-87.73492505,"(41.90343834, -87.734925049)"
JD368293,08/28/2020 11:00:00 AM,024XX W CONGRESS PKWY,810,THEFT,OVER $500,SCHOOL - PUBLIC BUILDING,N,N,1135,28,6,1160408,1897703,41.87499797,-87.68651335,"(41.874997972, -87.686513346)"
JE106166,1/07/2021 15:45,034XX W DIVERSEY AVE,890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,N,N,1412,35,6,1153043,1918407,41.93196081,-87.71300502,"(41.931960805, -87.71300502)"
JD363752,9/11/2020 11:53,008XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,1833,2,6,1177338,1906181,41.89789513,-87.62409661,"(41.897895128, -87.624096605)"
JD364099,9/11/2020 7:00,029XX S DR MARTIN LUTHER KING JR DR,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,133,4,5,1179389,1885691,41.84162265,-87.61719144,"(41.841622651, -87.617191438)"
JD393366,10/08/2020 23:30,094XX S COMMERCIAL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - PORCH / HALLWAY,N,Y,423,10,08B,1197784,1843034,41.72412874,-87.55111334,"(41.72412874, -87.551113338)"
JD366753,9/11/2020 17:25,007XX N SANGAMON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1214,27,14,,,,,
